company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
Huffington Post,"Talent Acquisition Lead, Huffington Post",New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,35-44,Female,null,null,Professional | Manager | Publisher,No,Medium
Huffington Post,Managing Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-fullpass-withbanquet,25-34,Female,1,null,Professional | Manager | Publisher,Yes,null
Huffington Post,Sr. HR Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Female,null,null,Professional | Manager | Publisher,No,Medium
"Inform, Inc.",VP Business Development,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-gold-silver,25-34,Male,4-7,101-300,Professional,No,High
"Inform, Inc.",Strategic Account Director,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Male,1,101-300,Communications/Marketing  | Independent News/Local | Publisher,No,High
International Business Times,Managing Editor,New York,,"""40.712784,-74.005941""",Getting-Closer Non-Member,,25-34,Male,null,null,Professional | Manager,Yes,null
International Business Times,Global Editor-in-Chief,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional,No,High
"Journalism + Design, The New School","Director, Journalism + Design",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,2,null,Professional | Academic | Entrepreneur/Start up  | Director | Print,No,Low
LittleThings.com,Deputy Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Entrepreneur/Start up,No,High
Mashable,Managing Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Manager | Pure-Play Digital,No,High
Mashable,Social Project Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,3,null,Professional | Manager | Pure-Play Digital,No,Medium
Mashable,Travel editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional,No,Low
Mashable,Executive Editor/CCO,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,55-64,Male,null,null,Professional,No,None
Mashable,Global News Editor,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,35-44,Female,1,101-300,Professional | Manager | Publisher,No,High
Mashable,Senior Communications Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-gold-silver,25-34,Female,1,101-300,Communications/Marketing,No,Medium
Mashable,Assistant Real Time Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Entry Level,No,Low
Mashable,Political Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Female,4-7,null,Professional | Person of Color | Manager,No,Medium
Mashable,Deputy Executive Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Manager,No,High
MDW Digital Ventures,Principal,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,35-44,Male,1,1-2,Professional | LGBT | Entrepreneur/Start up  | Executive | Pure-Play Digital,Yes,null
Medscape,News Director,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,2,501+,Professional | Director,No,Medium
Mic,"VP, Communications and Strategy",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,1,null,Professional,No,High
Muck Rack,Editor,New york,,"""40.712784,-74.005941""",Complimentary Registration,midway-only,25-34,Female,null,null,Professional,No,None
Muck Rack,Director of Product Strategy,New York,,"""40.712784,-74.005941""",Complimentary Registration,midway-only,18-24,Male,null,null,Professional | Technologist | Vendor,Yes,null
Muck Rack & Shorty Awards,CEO & Co-founder,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,4-7,null,Professional | Entrepreneur/Start up  | Technologist,Yes,null
NBC News,Manager,New York,,"""40.712784,-74.005941""",Almost There Non-Member,,25-34,Female,1,501+,Professional,No,Low
NBC News,Web/Video Producer,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,1,null,Professional | Person of Color,No,Low
NBC News,Senior Vice President,New York,,"""40.712784,-74.005941""",Almost There Non-Member,,55-64,Female,1,501+,Professional | Executive | Manager | Broadcast,No,High
NBC Owned Station Group,SVP News Content & Standards,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,null,Professional,No,Medium
NBCUniversal,"SVP, Editorial & Innovation, NBC News",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,4-7,null,Professional | Executive | Developer | Technologist | Broadcast | Pure-Play Digital | Independent News/Local,No,Medium
New York Daily News,"Director, Digital Editorial Operations",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,2,501+,Professional | Director,No,High
New York Daily News,Reporter,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Print,No,Low
New York Daily News,Community Manager,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,18-24,Female,null,null,Professional | Print,No,Low
New York Magazine,engagement editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Female,1,101-300,Professional,No,Medium
The New York Times,developer / data journalist,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,35-44,Male,1,501+,Professional,No,Low
"NewsLynx, Tow Center @ Columbia / Al Jazeera America",Research Fellow,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,1,null,Academic | Developer | Technologist | Pure-Play Digital,Yes,null
Newsweek,Digital Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Print | Pure-Play Digital | Independent News/Local,No,Low
Newsweek Magazine,Social Media and Engagement Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,cnn-diversity-comps,25-34,Female,1,26-100,Professional | Person of Color | Manager | Print,No,Medium
NewsWhip Media,Head of Marketing,New York,,"""40.712784,-74.005941""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,25-34,Male,1,null,Professional,No,Medium
NewsWhip Media,Head of Media Partnerships,New York,,"""40.712784,-74.005941""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,35-44,Male,1,null,Professional,No,Medium
NewsWhip Media,Head of Sales,New York,,"""40.712784,-74.005941""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,25-34,Male,1,null,Professional,No,Medium
Newzulu,VP Of Global Sales,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-fullpass-withbanquet,25-34,Female,1,101-300,Professional,Yes,null
NowThis,Excecutive Producer,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Female,1,null,Entrepreneur/Start up  | Manager,Yes,null
NowThis,Strategist + Producer,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,18-24,Female,1,26-100,Professional | Person of Color | Entrepreneur/Start up  | Pure-Play Digital | Communications/Marketing,No,Medium
NowThis,Platforms Producer,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,18-24,Male,1,null,Professional | Person of Color,No,Low
NowThis News,Senior Editorial Producer,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Female,1,26-100,Professional | Person of Color | Entrepreneur/Start up  | Manager | Broadcast | Pure-Play Digital | Communications/Marketing,No,Medium
Out of the Binders Inc,"Co-Founder, BinderCon",New York,,"""40.712784,-74.005941""",Complimentary Registration,ed-comp,25-34,Female,null,null,Professional | LGBT | Entrepreneur/Start up  | Nonprofit,Yes,null
Parse.ly,Account Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-diamond,25-34,Female,1,26-100,Professional | Manager,No,Medium
Parse.ly,Customer Success Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Female,1,26-100,Professional | Manager,No,Medium
Parse.ly,Director of Strategic Partnerships,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Male,1,26-100,Professional | Director,No,High
Parse.ly,General Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-diamond,25-34,Male,1,26-100,Professional | Entrepreneur/Start up  | Director | Manager,No,High
Parse.ly,Publisher Development Representative,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-diamond,25-34,Female,1,26-100,Professional | Communications/Marketing,No,Medium
Parse.ly,Account Executive,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Male,1,26-100,Professional | Executive,No,Medium
Parse.ly,Publisher Development Representative,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Female,1,26-100,Professional | Manager,No,Medium
Parse.ly,Director of Sales,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Male,1,26-100,Professional | Director,No,High
Penton / Food & Restaurant Group,Engagement Director,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,25-34,Female,1,501+,Professional | LGBT | Manager,No,Medium
Predictablely,Founder,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,1,null,Entrepreneur/Start up  | Executive | Technologist,Yes,null
ProPublica,Assistant Managing Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Male,4-7,null,Professional | Academic | Nonprofit | Executive | Developer | Technologist | Pure-Play Digital,No,High
ProPublica,Managing Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Professional | Academic | Nonprofit | Executive | Technologist | Pure-Play Digital,No,High
ProPublica,Director of Marketing,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-gold-silver,25-34,Female,1,26-100,Professional | Person of Color | Nonprofit | Director | Communications/Marketing,No,Medium
ProPublica,Community editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,2,26-100,Professional | Nonprofit,No,Low
Quanta Magazine/Simons Foundation,Editor in Chief,New York,,"""40.712784,-74.005941""",Early-Bird Career Fair General Pass,recruiter-rate,35-44,Male,null,null,Professional | Person of Color | Executive | Manager,Yes,null
Quartz,Director of Communications,New York,,"""40.712784,-74.005941""",Partial Registration Rate,special-day-rate-thursday,25-34,Female,1,null,Professional | Director | Communications/Marketing  | Publisher,No,Medium
Quartz,SVP of Global Revenue & Strategy,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,1,null,Professional | Entrepreneur/Start up  | Executive | Pure-Play Digital | Communications/Marketing  | Publisher,Yes,null
Quartz,Reporter,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,1,null,Developer | Technologist | Pure-Play Digital,No,Medium
REDD Intelligence,CEO,New York,,"""40.712784,-74.005941""",Almost There Non-Member,,35-44,Male,1,26-100,Executive,Yes,null
"reported.ly, First Look Media",producer,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,45-54,Female,3,26-100,Professional,No,null
Reuters,"Executive Editor, Digital",New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,45-54,Male,1,101-300,Professional | Executive | Broadcast | Publisher,Yes,null
Reuters,"Editor in charge, digital news",New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Professional,No,Medium
Reuters,Account Executive,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Director | Manager,No,Medium
Reuters,Business Dev,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,25-34,Male,1,null,Professional,Yes,null
Reuters,Global Account Manager,New York,,"""40.712784,-74.005941""",Complimentary Registration,ONA14-transfer,25-34,Female,1,501+,Professional | Manager | Communications/Marketing,Yes,null
Reuters Media,Global Business Director,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,4-7,501+,Vendor,Yes,null
"Reuters News Agency, Americas",Vice President Sales,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,45-54,Female,4-7,101-300,Professional | Student | Manager | Broadcast | Print | Communications/Marketing  | Publisher,No,High
Reuters.com,Managing Editor Product,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional,No,Medium
Roost,Engineer,New York,,"""40.712784,-74.005941""",Almost There Member,almost-there-member-roost,25-34,Male,1,11-25,Developer,No,High
Salon Media Group,Full Stack Developer,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Male,1,26-100,Professional | Developer | Technologist | Pure-Play Digital,No,Low
Science Friday,Director of Program Strategy,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,1,11-25,Professional | Nonprofit | Director | Broadcast,No,Medium
SeaChange International,VP Sales,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,45-54,Male,2,101-300,Other,No,Low
Slant,Editorial Director,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,18-24,Female,null,null,Professional,Yes,null
Storyful,Senior Account Executive,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-platinum,25-34,Male,1,26-100,Professional,No,null
Storyful,Director of Marketing,New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-platinum,35-44,Male,1,26-100,Professional,No,null
Associated Press,Newsperson,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Female,1,null,Professional,No,Low
Associated Press,"Marketing Manager, Americas",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,null,Communications/Marketing,No,Medium
Associated Press,Global Director AP Mobile,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,null,Professional,No,High
Associated Press,Global Director AP Digital Services,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,null,Professional,No,High
Associated Press,Regional Social Media Editor/UGC Specialist,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Female,1,null,Professional,No,Low
Associated Press,Newsperson,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Female,1,null,Professional,No,Low
Associated Press,Manager of News Development,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Medium
Associated Press,Deputy Regional Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,null,Professional,No,Low
Associated Press,Newsperson,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,null,Professional,No,Low
Associated Press,News automation editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,3,null,Professional | Person of Color | Developer | Technologist,No,Low
Associated Press,Newsperson,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,null,Professional,No,Low
The Coral Project / Mozilla Foundation,Project Lead,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Male,1,101-300,Professional | Manager | Pure-Play Digital,Yes,null
The Guardian US,Deputy Audience Director,New York,,"""40.712784,-74.005941""",Getting-Closer Non-Member,,25-34,Male,null,null,Professional,No,High
The Guardian US,Head of International business development,New York,,"""40.712784,-74.005941""",Getting-Closer Non-Member,,35-44,Female,1,null,Professional | Executive,Yes,null
The Huffington Post,Global Social Media Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Manager,No,High
The Huffington Post,Director of Multimedia Platforms,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,25-34,Female,null,null,Professional | LGBT | Director,No,High
The Huffington Post,Mobile Editor,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,25-34,Female,1,501+,Professional | Pure-Play Digital,No,Low
The Huffington Post,"Executive Editor, International",New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional,No,High
The Huffington Post,Director of Growth and Analytics,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,25-34,Female,1,501+,Professional,No,High
The Intercept,Digital Engagement Editor,New York,,"""40.712784,-74.005941""",Almost There Member,ona15-waitlist-member,25-34,Female,1,26-100,Professional | Entrepreneur/Start up,No,Medium
The Mary Sue,Assistant Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,_______ (fill in the blank),null,null,Professional | Person of Color | Entrepreneur/Start up  | Manager | Pure-Play Digital,No,Medium
The New School,Student,New York,,"""40.712784,-74.005941""",Student Member,member133kx5w8,25-34,Female,1,null,Student | Entry Level | Broadcast | Communications/Marketing,No,None
The New York Times,Search Strategy Manager,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Female,1,501+,Professional,No,Low
The New York Times,Growth Strategy Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Medium
The New York Times,Staff Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Low
The New York Times,Senior Staff Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Female,1,501+,Professional,No,Medium
The New York Times,Senior Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Male,1,501+,Professional,No,Low
The New York Times,Senior Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,3,501+,Professional,No,Medium
The New York Times,"Editor, Social Media",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Female,1,501+,Professional,No,Low
The New York Times,Social Analytics Manager,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,501+,Professional,No,Low
The New York Times,Social Strategy Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Medium
The New York Times,"Editorial Director, Video Partnerships",New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-angel,35-44,Female,1,501+,Professional | Manager,No,Medium
The New York Times,Assistant Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,501+,Professional,No,Low
The New York Times,Senior International Video Correspondent/Deputy Ed,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Male,1,501+,Professional,No,Low
The New York Times,Associate Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,3,501+,Professional,No,Low
The New York Times,Newsroom Strategy,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,501+,Professional,No,Medium
The New York Times,UX Research Lead,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Low
The New York Times,"Executive Director of Technology, New Digital Prod",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Male,2,null,Professional | Director | Technologist,No,Medium
The New York Times,"Asst Editor, International",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Professional | Manager,No,Medium
The New York Times,Associate Masthead Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Male,1,501+,Professional,No,Low
The New York Times,Associate Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,501+,Professional,No,Low
The New York Times,Social Strategy Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Medium
The New York Times,Editor for News Presentation,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,501+,Professional,No,Medium
The New York Times,Assistant Masthead Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,25-34,Male,1,501+,Professional,No,Low
The New York Times,"Editor, Growth and Engagement",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Male,1,501+,Professional,No,Medium
The New York Times,Social Strategy Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,studentnewsroom-mentor,25-34,Female,null,null,Professional | Manager | Print,No,Medium
The New York Times,Sr. Social Strategy & UGC Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Female,4-7,501+,Professional,No,Medium
The New York Times,"Senior Digital Editor, Travel",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,501+,Professional,No,Medium
The New York Times,Digital Deputy Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Male,1,501+,Professional,No,Medium
The New York Times,Digital Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,1,501+,Professional,No,Medium
The New York Times,"Editor, News Desk",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Female,1,501+,Professional,No,Medium
The New York Times,Senior Staff Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,volunteer-social-team,25-34,Female,null,null,Professional,No,None
The New York Times News Service & Syndicate,"Manager, Western U.S. & Canada",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Female,1,null,Professional,No,Medium
The New York Times News Service & Syndicate,"Editorial Director, Global Content and Strategy",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,45-54,Female,2,null,Professional,No,High
The Science Friday Initiative,Community Manager,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Male,1,null,Professional | LGBT | Nonprofit | Communications/Marketing,No,Low
The Wall Street Journal,Executive Digital Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,1,501+,Professional,No,None
The Wall Street Journal,Executive Mobile Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Male,1,null,Professional | Person of Color | Director | Manager | Technologist,No,Medium
The Wall Street Journal,Digital Features Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,1,501+,Professional | Academic,No,Medium
The Wall Street Journal,Community Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional,No,Medium
The Wall Street Journal,Day Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,1,501+,Professional,No,Medium
The Wall Street Journal,"Director, Interactive Graphics",New York,,"""40.712784,-74.005941""",Getting-Closer Non-Member,,25-34,Male,null,null,Professional | Director | Developer | Technologist | Print,No,High
The Wall Street Journal,Visual Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Manager | Developer,No,Medium
The Wall Street Journal,Global Visual Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional,No,Medium
The Wall Street Journal.,"Editor, Newsroom Standards",New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,45-54,Female,null,null,Professional,No,Medium
TheBlaze,Editor in Chief,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,45-54,Male,4-7,101-300,Professional | Entrepreneur/Start up  | Executive | Manager | Broadcast | Pure-Play Digital | Independent News/Local | Publisher,Yes,null
Thomson Reuters,Senior Product Manager,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Academic | Student | Person of Color | LGBT | Entrepreneur/Start up  | Nonprofit | Executive | Director | Manager | Entry Level | Developer | Technologist | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor | Publisher,No,High
Thomson Reuters,Digital Editor,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Male,1,501+,Professional,No,Medium
"Time, Inc.",Executive Digital Editor - People en Español,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,3,null,Professional | Director,No,Medium
Tow Center for Digital Journalism,Research Director,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Academic,No,High
Tow Center for Digital Journalism at Columbia’s Graduate School of Journalism,Director,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,45-54,Female,2,null,Professional | Academic | Executive,Yes,null
"Twitter, Inc.",News Partnerships,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Female,3,null,Professional | Person of Color | Director,Yes,null
"Twitter, Inc.",Associate Partnership Manager,New York,,"""40.712784,-74.005941""",Getting Closer Member,,25-34,Female,1,null,Professional,No,Low
"Twitter, Inc.",Global Media & Agency Research Director,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,45-54,Female,1,null,Professional,No,Medium
"Twitter, Inc.",Sr. Research Analyst,New York,,"""40.712784,-74.005941""",Complimentary Registration,exhibitor-only,25-34,Female,1,null,Professional,No,Low
"Twitter, Inc.","Head of News, Gov & Elections",New York,,"""40.712784,-74.005941""",Complimentary Registration,ona-gold-silver,35-44,Male,2,501+,Professional | Director,Yes,null
"Twitter, Inc.","Partner Manager, News",New York,,"""40.712784,-74.005941""",Getting Closer Member,,25-34,Male,1,501+,Professional,No,Low
University of Southern California,Student,New York,,"""40.712784,-74.005941""",Student Member,member133kx5w8,18-24,Female,1,null,Student,No,Medium
Videolicious,Director of Video Evangelism,New York,,"""40.712784,-74.005941""",Complimentary Registration,midway-fullpass,25-34,Female,1,11-25,Professional,No,Medium
Vocativ,Head of Growth,New York,,"""40.712784,-74.005941""",Early-Bird Non-Member,,35-44,Female,1,26-100,Professional | Entrepreneur/Start up  | Executive | Publisher,No,High
Vocativ,Chief Content Officer,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Male,3,null,Professional | Entrepreneur/Start up  | Executive | Pure-Play Digital,Yes,null
Vocativ,"VP, Head of Marketing",New York,,"""40.712784,-74.005941""",Early-Bird Non-Member,,35-44,Female,1,26-100,Professional | Entrepreneur/Start up  | Publisher,No,Low
Vocativ,Editorial Director,New York,,"""40.712784,-74.005941""",Early-Bird Non-Member,,35-44,Male,3,26-100,Professional | Entrepreneur/Start up  | Director | Publisher,No,Medium
Vocativ,Chief Operating Officer,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,1,26-100,Professional | Entrepreneur/Start up  | Executive | Publisher,Yes,null
Vocativ,Executive Committee Chair,New York,,"""40.712784,-74.005941""",Early-Bird Non-Member,,45-54,Female,4-7,26-100,Professional | Entrepreneur/Start up  | Executive | Publisher,Yes,null
VShift,Creative Director / Advocacy Director,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Male,1,null,Professional | LGBT | Director | Communications/Marketing,No,Medium
The Wall Street Journal,Director of Business Intelligence,New York,,"""40.712784,-74.005941""",Getting-Closer Non-Member,,25-34,Male,null,null,Director | Publisher,No,High
The Wall Street Journal,Executive Emerging Media Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,15,null,Professional | Person of Color | Executive | Print,No,High
Webbmedia Group Digital Strategy,Founder and Futurist,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,null,null,Professional | Academic | Technologist,Yes,null
WNYC,Sponsorship Manager and Podcast Lead,New York,,"""40.712784,-74.005941""",ONA Guest Day Pass,guest,35-44,Male,1,101-300,Professional | Nonprofit | Executive | Manager | Broadcast | Pure-Play Digital | Communications/Marketing  | Vendor | Publisher,No,High
WNYC,"Senior Editor, Data News",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,45-54,Male,4-7,null,Professional | Nonprofit | Manager | Developer | Broadcast | Independent News/Local,No,Medium
WNYC,Senior Director-National Sales,New York,,"""40.712784,-74.005941""",ONA Guest Day Pass,guest,45-54,Male,1,301-500,Broadcast | Publisher,No,Medium
WNYC,"Host and Managing Editor, Sideshow",New York,,"""40.712784,-74.005941""",Getting Closer Member,WNYC-podcast-rate,25-34,Male,null,null,Professional | Nonprofit | Broadcast,No,None
WNYC,"Host of Death, Sex & Money",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Nonprofit | Broadcast,No,Medium
